attachment_id	text	user_id	height	width	length	train	begin	end
daa027fa-5474-48b0-9b72-e9287770ba45	Ж	185bd3a81d9d618518d10abebf0d17a8	224	224	46	True	5	34
ed0e9a47-1797-4478-a803-367487298553	Г	185bd3a81d9d618518d10abebf0d17a8	224	224	49	True	8	36
93221e44-57d3-4cf4-9dd2-ab036caa9c00	Ф	46dd04a1caa75ed3082b573cb5a3ad26	224	224	70	True	10	46
c2eebf86-ef1a-4081-8ea2-eb01b0a5fbd7	Ё	46dd04a1caa75ed3082b573cb5a3ad26	224	224	106	True	24	82
b8ae0267-7c16-4c2c-b640-d82acb306681	А	46dd04a1caa75ed3082b573cb5a3ad26	224	224	82	True	5	31
e8ff46d6-cdce-4876-81ce-33620a0fe16f	Щ	46dd04a1caa75ed3082b573cb5a3ad26	224	224	73	True	1	56
d5036829-9d82-4aa7-829f-0feab5c64782	Д	46dd04a1caa75ed3082b573cb5a3ad26	224	224	50	True	5	33
49420e65-d7ee-4dc1-bd9d-fc6db9acbc0f	З	46dd04a1caa75ed3082b573cb5a3ad26	224	224	56	True	1	29
9214c371-12ea-4c38-8b8b-2dbda1f07bdd	Ц	46dd04a1caa75ed3082b573cb5a3ad26	224	224	95	True	13	65
411be339-7ee9-41ea-a400-14d550f3d335	Е	46dd04a1caa75ed3082b573cb5a3ad26	224	224	74	True	13	47
cd653e54-2dd5-4df2-9ef8-840ef8b839b9	Ь	46dd04a1caa75ed3082b573cb5a3ad26	224	224	51	True	4	25
44005934-9a55-44cb-8fd3-49b718210c95	Ы	46dd04a1caa75ed3082b573cb5a3ad26	224	224	68	True	7	50
5d9ba1ce-58c1-4cfd-9425-bfd4dce8d067	С	46dd04a1caa75ed3082b573cb5a3ad26	224	224	93	True	12	60
45647b63-cd17-4939-a042-896f8bc8dfa4	Н	46dd04a1caa75ed3082b573cb5a3ad26	224	224	73	True	14	41
4525ad39-2429-4fd8-a58a-1a6c85deb852	Ю	46dd04a1caa75ed3082b573cb5a3ad26	224	224	58	True	7	38
456218be-428f-4dec-b4c1-04d7bea35c84	Я	46dd04a1caa75ed3082b573cb5a3ad26	224	224	73	True	15	55
978cdf99-4ec1-4a72-8e03-3341167f5244	Ъ	46dd04a1caa75ed3082b573cb5a3ad26	224	224	69	True	11	36
2ea0896e-c142-406a-9bf0-d95115e1ab8c	Ч	46dd04a1caa75ed3082b573cb5a3ad26	224	224	61	True	8	36
a41dd983-6102-4202-84e4-a35736d6bf75	П	46dd04a1caa75ed3082b573cb5a3ad26	224	224	81	True	25	52
4bf078b8-980c-4917-bced-7d699809f525	Р	46dd04a1caa75ed3082b573cb5a3ad26	224	224	62	True	6	35
63ba73fb-0617-4cd8-91d0-bb65199410a6	Б	46dd04a1caa75ed3082b573cb5a3ad26	224	224	71	True	4	46
6b5e4588-ff68-4931-93a1-4588f989ff4c	Х	46dd04a1caa75ed3082b573cb5a3ad26	224	224	58	True	6	37
9dd839ce-cbd2-41c5-85a5-8ae4fc905df7	Э	46dd04a1caa75ed3082b573cb5a3ad26	224	224	87	True	14	54
467eab77-69d4-4400-9a96-232584f5951a	Л	46dd04a1caa75ed3082b573cb5a3ad26	224	224	64	True	10	39
0f9eb861-0272-47e4-b59a-8b0913c2f9d8	Й	46dd04a1caa75ed3082b573cb5a3ad26	224	224	46	True	0	26
48cfe8ab-3db1-44fc-857b-62cd59f5194e	Ш	46dd04a1caa75ed3082b573cb5a3ad26	224	224	46	True	2	29
700c3682-2f84-45a9-aded-39bdc04cf7e7	Ж	46dd04a1caa75ed3082b573cb5a3ad26	224	224	72	True	6	48
b24b28ba-3fbd-48a9-9853-ab305054fc48	Г	46dd04a1caa75ed3082b573cb5a3ad26	224	224	86	True	12	52
796e4324-2af9-45ed-8fca-b0e749c5f3e6	З	95af8e702c909eee7145c6dc1a3d756b	224	224	98	True	25	75
566efa98-d2a7-4e72-ba22-9bcc2f883447	Х	95af8e702c909eee7145c6dc1a3d756b	224	224	51	True	1	34
165218fd-25ba-4d80-8a53-54965a0b45f8	М	95af8e702c909eee7145c6dc1a3d756b	224	224	58	True	10	45
f09e92bb-7dc8-494b-b68c-c22b5f8b262b	Б	95af8e702c909eee7145c6dc1a3d756b	224	224	97	True	2	77
70ae5e88-5200-4835-b387-b284e59d2566	Ш	95af8e702c909eee7145c6dc1a3d756b	224	224	49	True	3	39
78b9c510-4e00-4438-8f0c-dc784885f13f	Т	95af8e702c909eee7145c6dc1a3d756b	224	224	38	True	0	25
f126cbe4-18f1-4d56-a840-0124e51bfa8e	А	95af8e702c909eee7145c6dc1a3d756b	224	224	48	True	17	46
77037708-a9fa-4227-97fb-b8dcd1e88ca9	Р	95af8e702c909eee7145c6dc1a3d756b	224	224	39	True	0	28
6113359c-971a-4b78-9112-f94f76652653	Ы	db573f94204e56e0cf3fc2ea000e5bdc	224	224	73	True	10	43
16a38727-5271-4825-8c9e-f5e7e69a83fb	Э	db573f94204e56e0cf3fc2ea000e5bdc	224	224	57	True	0	30
07ed2f15-35d5-443f-b6d0-13f045f5fb61	Ъ	db573f94204e56e0cf3fc2ea000e5bdc	224	224	60	True	0	26
0ea3518d-ede3-42fa-9125-a3c4b5fece67	Б	db573f94204e56e0cf3fc2ea000e5bdc	224	224	55	True	1	29
1f0eda69-d486-44b9-be5c-852aa96de185	З	db573f94204e56e0cf3fc2ea000e5bdc	224	224	88	True	3	46
5c87fc13-1c65-4d7d-84fb-bb868ab4353c	Ё	db573f94204e56e0cf3fc2ea000e5bdc	224	224	84	True	0	36
5166f83c-710d-426c-aa3a-e8131d0f7268	Щ	db573f94204e56e0cf3fc2ea000e5bdc	224	224	70	True	3	31
585384b1-d60a-4c05-871c-0175478920ff	Н	db573f94204e56e0cf3fc2ea000e5bdc	224	224	109	True	8	49
5694d582-2eae-472d-9c91-326f1493fde1	С	db573f94204e56e0cf3fc2ea000e5bdc	224	224	92	True	4	47
be0de2c8-1488-447b-82df-7a2315edafd8	Е	db573f94204e56e0cf3fc2ea000e5bdc	224	224	85	True	0	48
650fa896-9155-409f-af65-be4654f1b672	Ц	db573f94204e56e0cf3fc2ea000e5bdc	224	224	74	True	0	33
4517580b-1346-4421-9037-55a7dd3a0d63	У	db573f94204e56e0cf3fc2ea000e5bdc	224	224	67	True	1	26
72ba4bf9-6ace-4a56-83e4-7a0c97b92095	В	db573f94204e56e0cf3fc2ea000e5bdc	224	224	107	True	0	48
f14b10f3-3409-4e45-9524-8a6e4d419b2e	К	db573f94204e56e0cf3fc2ea000e5bdc	224	224	82	True	0	36
b31d7916-7e06-48c5-88d6-d67ab200909a	Ж	db573f94204e56e0cf3fc2ea000e5bdc	224	224	88	True	1	44
5c5345b5-8b69-4eeb-8764-b84d1b5a1204	Х	db573f94204e56e0cf3fc2ea000e5bdc	224	224	96	True	1	38
ab3c492a-c1ea-4aff-a168-e1876cd7276a	Ю	db573f94204e56e0cf3fc2ea000e5bdc	224	224	99	True	4	52
60ee4e18-8842-42e5-aa7f-ca7ced05435b	Т	db573f94204e56e0cf3fc2ea000e5bdc	224	224	72	True	4	40
1f2f8d0d-2927-4185-806e-675de63c6c36	М	db573f94204e56e0cf3fc2ea000e5bdc	224	224	54	True	3	30
b77d302f-8fe4-4210-8bd2-bcf515503012	Й	db573f94204e56e0cf3fc2ea000e5bdc	224	224	93	True	5	56
e580757f-60f5-4c40-bf85-953fa818854c	Ь	db573f94204e56e0cf3fc2ea000e5bdc	224	224	90	True	3	51
5de6348e-b4a2-4e64-ad96-b5ae3b110c05	Ш	db573f94204e56e0cf3fc2ea000e5bdc	224	224	71	True	2	39
28877178-ecea-4dfd-9f37-31b8794d7f18	А	db573f94204e56e0cf3fc2ea000e5bdc	224	224	93	True	2	51
e6a5bc26-39b2-4d6d-ad2f-cfbabaa2b172	О	db573f94204e56e0cf3fc2ea000e5bdc	224	224	56	True	0	29
d92ccae6-bff7-4b6f-88b4-19869e62f4dc	Р	db573f94204e56e0cf3fc2ea000e5bdc	224	224	50	True	1	25
dfa213f7-27a3-4c5c-86d0-185fdbc8e7d1	Ч	db573f94204e56e0cf3fc2ea000e5bdc	224	224	55	True	1	26
72b80d1a-9309-47f0-97f9-7b8cab72a87b	Я	db573f94204e56e0cf3fc2ea000e5bdc	224	224	87	True	8	54
59e50be1-77e3-403c-aa64-5754d3f5796a	П	db573f94204e56e0cf3fc2ea000e5bdc	224	224	99	True	3	57
89200527-cbaa-4542-8873-8a2f8b8b6707	Д	db573f94204e56e0cf3fc2ea000e5bdc	224	224	53	True	1	27
795f2c07-5a5c-4a78-a78a-67276839961c	Ф	db573f94204e56e0cf3fc2ea000e5bdc	224	224	67	True	0	34
4e63432e-6fa9-4589-acd3-a0137ddf943f	И	db573f94204e56e0cf3fc2ea000e5bdc	224	224	47	True	0	24
3e2faf15-5482-4332-ae18-163acc56a350	Л	db573f94204e56e0cf3fc2ea000e5bdc	224	224	89	True	0	49
09c04a4f-a113-482e-adba-cc0c01d0d11e	Г	db573f94204e56e0cf3fc2ea000e5bdc	224	224	81	True	2	43
24128888-53f3-4671-bef0-92c23036604d	Б	0211b488644476dd0fec656ccb9b74fc	224	224	75	True	11	43
a3923909-adfa-4c65-a748-4bf972fe551d	Щ	0211b488644476dd0fec656ccb9b74fc	224	224	61	True	12	40
6a7981b0-1964-422e-bd74-a7d06d8fc236	К	0211b488644476dd0fec656ccb9b74fc	224	224	83	True	11	53
16dfbdb2-bc7d-4008-9bed-2ba5b0231a1a	Е	0211b488644476dd0fec656ccb9b74fc	224	224	59	True	9	38
681dfd6c-849a-4949-9590-814ff366c905	С	0211b488644476dd0fec656ccb9b74fc	224	224	43	True	1	27
2031fe06-56a7-4d2d-94a8-791421a58575	Э	0211b488644476dd0fec656ccb9b74fc	224	224	43	True	4	28
37c2d535-2605-4a8d-a85d-a4b63a81be8e	А	0211b488644476dd0fec656ccb9b74fc	224	224	54	True	9	33
da7ebc88-a065-404a-9f8d-c96ca1eb063a	Ы	0211b488644476dd0fec656ccb9b74fc	224	224	43	True	5	28
fac30522-9b61-4e38-b7b8-b1c39da9d473	Т	0211b488644476dd0fec656ccb9b74fc	224	224	47	True	3	30
8ca93046-7279-43d8-a4ef-3237bbec1fa6	Ч	0211b488644476dd0fec656ccb9b74fc	224	224	49	True	5	33
b5586a58-365a-4b83-be9d-754c616452df	Ё	0211b488644476dd0fec656ccb9b74fc	224	224	71	True	10	55
cbbf2053-b9c1-4330-8b51-5288b4d3cc48	Я	0211b488644476dd0fec656ccb9b74fc	224	224	67	True	13	48
bb31dec1-5029-46c3-b4aa-1e346e592a72	Ъ	0211b488644476dd0fec656ccb9b74fc	224	224	51	True	7	33
d9388730-a467-47dd-b650-1c532628ecca	И	0211b488644476dd0fec656ccb9b74fc	224	224	63	True	3	42
403dc88d-d773-4843-83f3-968405a9f23f	Ф	0211b488644476dd0fec656ccb9b74fc	224	224	75	True	4	49
c3ea3f3a-fd7c-4ad0-b96f-80b389d6f17b	Н	0211b488644476dd0fec656ccb9b74fc	224	224	89	True	25	66
aca40773-b10b-4f9b-a66f-48121a04b9a7	Ь	0211b488644476dd0fec656ccb9b74fc	224	224	87	True	15	50
6d91f928-6b0d-479f-a89b-6b5c6a3ee58e	М	0211b488644476dd0fec656ccb9b74fc	224	224	66	True	12	45
a8b5d8fa-1044-475c-be19-49ee89887f89	О	0211b488644476dd0fec656ccb9b74fc	224	224	56	True	6	32
2a56211a-b0fe-4786-b440-cfb982935bb3	П	0211b488644476dd0fec656ccb9b74fc	224	224	58	True	4	31
5204b073-6cdb-4591-906b-e11fe4edbdac	Я	2d84da20c251acaeb3186642fcb04f2e	224	224	58	True	11	30
ddb6c3ed-c151-4714-a6ff-34ba11292f3a	Ж	185bd3a81d9d618518d10abebf0d17a8	224	224	104	True	25	66
6b058d4b-fad7-4721-8e7e-a2d132064f80	Ь	185bd3a81d9d618518d10abebf0d17a8	224	224	110	True	21	61
8c89fd34-37af-4c52-850c-20a2930b643a	Ъ	185bd3a81d9d618518d10abebf0d17a8	224	224	72	True	16	38
07c87172-a07b-45b4-ae70-cb8fda735c76	А	185bd3a81d9d618518d10abebf0d17a8	224	224	62	True	14	41
e40ade54-1fd3-4130-accb-a729ddfa07c7	Ю	185bd3a81d9d618518d10abebf0d17a8	224	224	61	True	16	37
c6c39cca-9a38-410e-bbb4-4357fcd30fdb	Э	185bd3a81d9d618518d10abebf0d17a8	224	224	115	True	27	63
99180ad0-332a-418c-94fd-8b7f607eac26	П	185bd3a81d9d618518d10abebf0d17a8	224	224	92	True	15	49
e6ff89b3-4305-45c2-b2df-1d49aabe8513	Ц	185bd3a81d9d618518d10abebf0d17a8	224	224	95	True	22	55
df4198a7-8988-4e68-85cb-1ac2ad2c542e	Й	185bd3a81d9d618518d10abebf0d17a8	224	224	117	True	21	85
07ee9c91-d62c-4c3f-9702-06460a1fa5c5	Н	185bd3a81d9d618518d10abebf0d17a8	224	224	74	True	15	49
b3df1e2c-66da-4116-a644-1f970f8d2b1d	С	185bd3a81d9d618518d10abebf0d17a8	224	224	97	True	12	59
6ef3acf7-1cf0-46ef-bda2-ae8d3636ab93	О	185bd3a81d9d618518d10abebf0d17a8	224	224	118	True	18	80
9e4a6c6f-f71f-48bf-86e2-899697616725	З	185bd3a81d9d618518d10abebf0d17a8	224	224	103	True	21	66
fd2f7ee0-ae54-4003-841a-97adcb2cfbeb	Ы	185bd3a81d9d618518d10abebf0d17a8	224	224	65	True	15	38
cc255a00-a7f5-40c5-93c2-aa4f3f3677a8	Щ	185bd3a81d9d618518d10abebf0d17a8	224	224	71	True	17	46
2fb08162-0d2c-4989-90e7-dded4793d18b	Ё	185bd3a81d9d618518d10abebf0d17a8	224	224	74	True	14	48
d1101e5a-4ef5-4f35-9a28-ae332cb951b9	Ш	185bd3a81d9d618518d10abebf0d17a8	224	224	77	True	20	61
8e525a15-d1ea-458f-a870-101b5ee30a7e	Л	185bd3a81d9d618518d10abebf0d17a8	224	224	76	True	15	55
abc2a3e1-9086-4a0a-b516-737d78b69777	М	185bd3a81d9d618518d10abebf0d17a8	224	224	88	True	22	53
049e754b-c062-4cd6-9a8a-937deea379cc	Ф	185bd3a81d9d618518d10abebf0d17a8	224	224	125	True	26	85
1d54ebca-6dee-4184-b0c4-85bf4a5bc832	Х	185bd3a81d9d618518d10abebf0d17a8	224	224	63	True	15	39
e65d043e-05b8-4b41-a284-d71f93c5dc71	Д	185bd3a81d9d618518d10abebf0d17a8	224	224	74	True	18	51
6f128cca-7636-4b18-99f4-185ce01e64c3	Ч	185bd3a81d9d618518d10abebf0d17a8	224	224	117	True	23	82
1da4ee23-ada4-40e5-8fc6-f8797ecb5abe	Б	185bd3a81d9d618518d10abebf0d17a8	224	224	65	True	17	41
7b9155b1-3d27-41c5-ad22-b8db1e698bca	Е	185bd3a81d9d618518d10abebf0d17a8	224	224	79	True	20	56
6e742ab4-0b77-486d-87d2-b22ad99cda35	Г	185bd3a81d9d618518d10abebf0d17a8	224	224	93	True	14	66
dad407bf-a9af-484e-ac21-81552c718a18	Р	185bd3a81d9d618518d10abebf0d17a8	224	224	66	True	11	46
a326eda8-30d5-4834-b4f1-8c58ee844f71	Й	db573f94204e56e0cf3fc2ea000e5bdc	224	224	100	True	13	55
93a42e57-432c-40c9-9cf0-d82bbcdd2706	О	db573f94204e56e0cf3fc2ea000e5bdc	224	224	80	True	4	39
02ce0bde-b209-4ca3-8743-87c7df7712b3	П	db573f94204e56e0cf3fc2ea000e5bdc	224	224	92	True	10	55
65d53476-234d-4968-ab2f-4b015941bceb	Ы	db573f94204e56e0cf3fc2ea000e5bdc	224	224	69	True	3	31
290c2c3a-5ef3-451e-9c07-ef623ac4c6e1	Я	db573f94204e56e0cf3fc2ea000e5bdc	224	224	54	True	6	29
09e560a1-e7b1-4627-a89d-ac6ffe005dec	Ъ	db573f94204e56e0cf3fc2ea000e5bdc	224	224	66	True	7	41
e0a485e6-0229-4fdb-8b95-43720ae8cec3	Л	db573f94204e56e0cf3fc2ea000e5bdc	224	224	70	True	8	45
1b616a61-8627-413a-ae9c-820f2d66cf77	Т	db573f94204e56e0cf3fc2ea000e5bdc	224	224	96	True	15	58
850b9d04-6890-4688-9461-4067b92b6a39	К	db573f94204e56e0cf3fc2ea000e5bdc	224	224	60	True	2	30
3c47c8c4-feb0-44b9-995a-59ed15329c7f	Х	db573f94204e56e0cf3fc2ea000e5bdc	224	224	47	True	3	20
203b6b09-4b4a-46f6-94a1-3bb6db1b15f4	А	db573f94204e56e0cf3fc2ea000e5bdc	224	224	97	True	19	61
2f099471-981e-4188-a0d6-8be2d11ccd6f	М	db573f94204e56e0cf3fc2ea000e5bdc	224	224	109	True	19	68
8dc61ecb-770f-4f35-a974-260f17dcc257	Н	db573f94204e56e0cf3fc2ea000e5bdc	224	224	54	True	3	30
3e043ce5-94d7-4233-a81f-cc17526ebc28	С	db573f94204e56e0cf3fc2ea000e5bdc	224	224	87	True	2	33
e0a71748-d1b7-4f76-9ec4-830dbeffa885	Е	db573f94204e56e0cf3fc2ea000e5bdc	224	224	65	True	2	40
b44626e1-65b3-46ab-a054-9b705a9b88fd	Ё	db573f94204e56e0cf3fc2ea000e5bdc	224	224	72	True	4	34
83b6812f-8a9e-4b4b-9bc9-8ac5f44aab21	Ц	db573f94204e56e0cf3fc2ea000e5bdc	224	224	66	True	16	40
0c5119eb-a122-4734-8ed3-e0c3fc431b72	Ч	db573f94204e56e0cf3fc2ea000e5bdc	224	224	64	True	4	33
c78deb84-12b6-4af7-8cd0-c4b15587afb4	Ю	db573f94204e56e0cf3fc2ea000e5bdc	224	224	59	True	6	38
c68a91f8-fe05-43ba-9d51-eb49c06092f3	Ш	db573f94204e56e0cf3fc2ea000e5bdc	224	224	71	True	7	38
c7683985-3c54-4e37-8daa-5577bdbc710c	В	db573f94204e56e0cf3fc2ea000e5bdc	224	224	83	True	3	48
4463169c-6786-4c3f-9ae6-d68231318c62	Ж	db573f94204e56e0cf3fc2ea000e5bdc	224	224	96	True	2	60
523ee766-be07-4008-8dd9-e2cd71ee561c	Б	db573f94204e56e0cf3fc2ea000e5bdc	224	224	92	True	11	67
52fbfb56-f8f2-42f1-b876-7d0c9fdabba1	Э	db573f94204e56e0cf3fc2ea000e5bdc	224	224	77	True	10	34
7378c6f5-1025-4d88-8851-2315be525ce0	И	db573f94204e56e0cf3fc2ea000e5bdc	224	224	75	True	9	46
b1adfd53-6ce4-4b6e-80e4-728d7e239457	У	db573f94204e56e0cf3fc2ea000e5bdc	224	224	75	True	12	47
d0926079-6489-4a08-a1da-5cc6903b21d0	Ф	db573f94204e56e0cf3fc2ea000e5bdc	224	224	108	True	12	72
d4160d0c-09e7-41b5-9368-9e791c53738b	Щ	db573f94204e56e0cf3fc2ea000e5bdc	224	224	57	True	6	29
9760f657-d141-4e85-8d43-df3893e006c3	Д	db573f94204e56e0cf3fc2ea000e5bdc	224	224	52	True	10	30
e23b9361-0c73-41f6-bba3-6479ad8bc9b1	Р	db573f94204e56e0cf3fc2ea000e5bdc	224	224	99	True	13	62
1d4e3fb2-4a50-44b4-902f-89bce4681bed	Ь	db573f94204e56e0cf3fc2ea000e5bdc	224	224	76	True	5	46
8698fdc9-34bd-4ebe-8846-3da6bd4634a3	З	db573f94204e56e0cf3fc2ea000e5bdc	224	224	84	True	9	44
ae400ced-b4e5-4411-8b70-d5fa8ccab881	Г	db573f94204e56e0cf3fc2ea000e5bdc	224	224	76	True	3	41
04a97146-f302-4c7a-b8f7-a0dcd81eedad	Й	95af8e702c909eee7145c6dc1a3d756b	224	224	50	True	9	34
6be4802c-7fae-4c69-9c7c-d589a071ad39	Ю	95af8e702c909eee7145c6dc1a3d756b	224	224	82	True	17	61
0df86453-fb3f-4fad-ac33-79fad5acc637	Б	95af8e702c909eee7145c6dc1a3d756b	224	224	48	True	1	29
baa8f042-2e71-4051-903a-5511f97e7b21	З	95af8e702c909eee7145c6dc1a3d756b	224	224	58	True	2	25
775053c3-e27c-4199-ad4f-358a4de8a3e9	Ы	0211b488644476dd0fec656ccb9b74fc	224	224	66	True	8	37
e8f0e5b1-0183-430a-8ace-f055f6e9fae2	Ь	0211b488644476dd0fec656ccb9b74fc	224	224	64	True	10	40
bc4375c3-a018-4a3d-8891-312e10fae1f3	Я	0211b488644476dd0fec656ccb9b74fc	224	224	52	True	12	32
831b614d-de11-47f8-8b08-15a03a88756b	П	0211b488644476dd0fec656ccb9b74fc	224	224	69	True	12	52
30ffd6a8-4b1a-4c07-a88b-d62c8329567f	Щ	0211b488644476dd0fec656ccb9b74fc	224	224	64	True	10	44
94d65d65-33b6-41d6-baa7-5a16fb895460	Ц	0211b488644476dd0fec656ccb9b74fc	224	224	55	True	8	37
6c4d2b52-8ebf-4f00-a740-9f7cb9178ea0	Э	0211b488644476dd0fec656ccb9b74fc	224	224	53	True	5	33
82b45e1d-9a53-4dbd-a9f8-94b8b5671ccf	А	0211b488644476dd0fec656ccb9b74fc	224	224	44	True	6	30
2012571e-c289-4f5b-9c49-853c9967fd36	Ъ	0211b488644476dd0fec656ccb9b74fc	224	224	47	True	7	26
f0ae1bf7-7a34-45f2-b873-916a6ab6e133	У	0211b488644476dd0fec656ccb9b74fc	224	224	40	True	0	23
e39ba504-8157-48b6-9b89-7be5a1c330d6	Ш	0211b488644476dd0fec656ccb9b74fc	224	224	48	True	3	33
c4ba3356-0a7a-43dc-922f-bc1abf8c3fa3	О	0211b488644476dd0fec656ccb9b74fc	224	224	58	True	5	34
4aa4fb58-5a46-4304-8d88-edd0487afb01	Н	0211b488644476dd0fec656ccb9b74fc	224	224	64	True	3	36
56c3cfa4-3a17-4840-bda5-200174bb0241	Ж	0211b488644476dd0fec656ccb9b74fc	224	224	57	True	9	38
87cb6eed-e37d-4047-9296-61b8262d80cf	Ё	0211b488644476dd0fec656ccb9b74fc	224	224	64	True	9	36
cafbdf44-6025-470f-9e05-1c4e1ec783c9	Ф	0211b488644476dd0fec656ccb9b74fc	224	224	44	True	5	27
ec02691d-f87f-41b0-b290-afa1fe22312a	Т	0211b488644476dd0fec656ccb9b74fc	224	224	61	True	0	33
666a58ec-ad29-4965-9154-ea36f4987bf4	Б	0211b488644476dd0fec656ccb9b74fc	224	224	92	True	17	63
edaa6d94-3ce7-4943-b940-ef92c8d53743	Ю	0211b488644476dd0fec656ccb9b74fc	224	224	53	True	3	35
ae988698-c8bb-4206-98e1-7783dfd28200	Р	0211b488644476dd0fec656ccb9b74fc	224	224	77	True	6	52
f17acdc9-ce3f-4f32-95b2-f0371591400b	И	0211b488644476dd0fec656ccb9b74fc	224	224	42	True	3	25
f884e9ed-382f-44b2-8d1c-f63de31ef6a7	Д	0211b488644476dd0fec656ccb9b74fc	224	224	71	True	12	45
eab4cc1d-0465-42f2-80a1-cf197f32db41	К	0211b488644476dd0fec656ccb9b74fc	224	224	32	True	4	17
e51af78b-c7b0-43b7-8467-d517bf5bccfd	Л	0211b488644476dd0fec656ccb9b74fc	224	224	56	True	1	32
306d3992-dfb2-4493-8fed-934057d99202	Ч	0211b488644476dd0fec656ccb9b74fc	224	224	97	True	10	71
a087fc4f-7d4d-4464-98b8-08fd9b4f67dc	Й	0211b488644476dd0fec656ccb9b74fc	224	224	44	True	2	28
6cda7d16-0839-45af-9bc1-aac9c0604c6c	Х	0211b488644476dd0fec656ccb9b74fc	224	224	46	True	9	26
0c790ed9-7fb5-4d54-8851-9f9afba2a39f	З	0211b488644476dd0fec656ccb9b74fc	224	224	59	True	5	35
50750414-0564-498a-bb5e-7e71d7123636	С	0211b488644476dd0fec656ccb9b74fc	224	224	50	True	6	27
67ca8af8-6b67-4e69-a1ce-708207f0b17a	Е	0211b488644476dd0fec656ccb9b74fc	224	224	51	True	0	30
83053d99-06e6-4539-a96f-f7c22fdbe530	М	0211b488644476dd0fec656ccb9b74fc	224	224	61	True	5	40
